Name,Age,Nationality,Position,Team,Game Position,Star Rating,"Helper Cells
IGNORE",Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Stopping,Claiming,Distribution,Shooting,Dribbling,Passing,Defence,Unnamed: 21,Stopping.1,Claiming.1,Distribution.1,Shooting.1,Dribbling.1,Passing.1,Defence.1,Unnamed: 29,Stopping.2,Claiming.2,Distribution.2,Shooting.2,Dribbling.2,Passing.2,Defence.2,Unnamed: 37,Stopping.3,Claiming.3,Distribution.3,Shooting.3,Dribbling.3,Passing.3,Defence.3,Unnamed: 45,Stopping.4,Claiming.4,Distribution.4,Shooting.4,Dribbling.4,Passing.4,Defence.4,Photos,Unnamed: 54,OPTA ID,Team Badge,"Concatenate Name with "".png""","double checking if name match with image name (1 = yes, 0 = no)",MetadataCommon,MetadataUncommon,MetadataRare,MetadataUltra Rare,MetadataLegendary,ImageCommon,ImageUncommon,ImageRare,ImageUltra Rare,ImageLegendary
Iago Aspas Juncal,37,Spain,Centre-Forward,CELTA DE VIGO,Offence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.55,1.35,1.3,1.15,,1.0,1.0,1.0,1.65,1.45,1.4,1.25,,1.0,1.0,1.0,1.8,1.6,1.55,1.4,,1.0,1.0,1.0,2.0,1.8,1.75,1.6,,1.0,1.0,1.0,2.25,2.05,2.0,1.85,Iago Aspas Juncal.png,,cs2yx3hiqjsb4i5ul2r5kmdat,Celta Vigo.png,Iago Aspas Juncal.png,1,https://players.gameon.app/laliga/season/metadata/Iago Aspas Juncal/Iago Aspas Juncal_Common_0.json,https://players.gameon.app/laliga/season/metadata/Iago Aspas Juncal/Iago Aspas Juncal_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Iago Aspas Juncal/Iago Aspas Juncal_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Iago Aspas Juncal/Iago Aspas Juncal_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Iago Aspas Juncal/Iago Aspas Juncal_Legendary_0.json,https://players.gameon.app/laliga/season/images/Iago Aspas Juncal/Iago Aspas Juncal_Common_0.png,https://players.gameon.app/laliga/season/images/Iago Aspas Juncal/Iago Aspas Juncal_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Iago Aspas Juncal/Iago Aspas Juncal_Rare_0.png,https://players.gameon.app/laliga/season/images/Iago Aspas Juncal/Iago Aspas Juncal_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Iago Aspas Juncal/Iago Aspas Juncal_Legendary_0.png
Ivan Villar Martinez,27,Spain,Goalkeeper,CELTA DE VIGO,GK,2,1.75,1.5,2.5,,,,,2.0,1.75,2.75,1.0,1.0,1.0,1.0,,2.2,1.95,2.95,1.0,1.0,1.0,1.0,,2.4,2.15,3.15,1.0,1.0,1.0,1.0,,2.7,2.45,3.45,1.0,1.0,1.0,1.0,,3.1,2.85,3.85,1.0,1.0,1.0,1.0,Ivan Villar Martinez.png,,59ndqnsvggsoek170rdqyd1w5,Celta Vigo.png,Ivan Villar Martinez.png,1,https://players.gameon.app/laliga/season/metadata/Ivan Villar Martinez/Ivan Villar Martinez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Ivan Villar Martinez/Ivan Villar Martinez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Ivan Villar Martinez/Ivan Villar Martinez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Ivan Villar Martinez/Ivan Villar Martinez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Ivan Villar Martinez/Ivan Villar Martinez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Ivan Villar Martinez/Ivan Villar Martinez_Common_0.png,https://players.gameon.app/laliga/season/images/Ivan Villar Martinez/Ivan Villar Martinez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Ivan Villar Martinez/Ivan Villar Martinez_Rare_0.png,https://players.gameon.app/laliga/season/images/Ivan Villar Martinez/Ivan Villar Martinez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Ivan Villar Martinez/Ivan Villar Martinez_Legendary_0.png
Jailson Marques Siqueira,29,Brazil,Defensive Midfield,CELTA DE VIGO,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Jailson Marques Siqueira.png,,722mplfqv94e5tvektbvbclwp,Celta Vigo.png,Jailson Marques Siqueira.png,1,https://players.gameon.app/laliga/season/metadata/Jailson Marques Siqueira/Jailson Marques Siqueira_Common_0.json,https://players.gameon.app/laliga/season/metadata/Jailson Marques Siqueira/Jailson Marques Siqueira_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Jailson Marques Siqueira/Jailson Marques Siqueira_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jailson Marques Siqueira/Jailson Marques Siqueira_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jailson Marques Siqueira/Jailson Marques Siqueira_Legendary_0.json,https://players.gameon.app/laliga/season/images/Jailson Marques Siqueira/Jailson Marques Siqueira_Common_0.png,https://players.gameon.app/laliga/season/images/Jailson Marques Siqueira/Jailson Marques Siqueira_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Jailson Marques Siqueira/Jailson Marques Siqueira_Rare_0.png,https://players.gameon.app/laliga/season/images/Jailson Marques Siqueira/Jailson Marques Siqueira_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Jailson Marques Siqueira/Jailson Marques Siqueira_Legendary_0.png
Javier Manquillo Gaitan,30,Spain,Right-Back,CELTA DE VIGO,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Javier Manquillo Gaitan.png,,23oysjfutg5xy1f3o9bapnmxh,Celta Vigo.png,Javier Manquillo Gaitan.png,1,https://players.gameon.app/laliga/season/metadata/Javier Manquillo Gaitan/Javier Manquillo Gaitan_Common_0.json,https://players.gameon.app/laliga/season/metadata/Javier Manquillo Gaitan/Javier Manquillo Gaitan_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Javier Manquillo Gaitan/Javier Manquillo Gaitan_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Javier Manquillo Gaitan/Javier Manquillo Gaitan_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Javier Manquillo Gaitan/Javier Manquillo Gaitan_Legendary_0.json,https://players.gameon.app/laliga/season/images/Javier Manquillo Gaitan/Javier Manquillo Gaitan_Common_0.png,https://players.gameon.app/laliga/season/images/Javier Manquillo Gaitan/Javier Manquillo Gaitan_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Javier Manquillo Gaitan/Javier Manquillo Gaitan_Rare_0.png,https://players.gameon.app/laliga/season/images/Javier Manquillo Gaitan/Javier Manquillo Gaitan_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Javier Manquillo Gaitan/Javier Manquillo Gaitan_Legendary_0.png
Javier Rodriguez Galiano,21,Spain,Right-Back,CELTA DE VIGO,Defence,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.0,1.4,1.4,1.5,,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.25,1.65,1.65,1.75,,1.0,1.0,1.0,1.45,1.85,1.85,1.95,,1.0,1.0,1.0,1.7,2.1,2.1,2.2,Javier Rodriguez Galiano.png,,79n0dyjagmleor1fpwl25qql0,Celta Vigo.png,Javier Rodriguez Galiano.png,1,https://players.gameon.app/laliga/season/metadata/Javier Rodriguez Galiano/Javier Rodriguez Galiano_Common_0.json,https://players.gameon.app/laliga/season/metadata/Javier Rodriguez Galiano/Javier Rodriguez Galiano_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Javier Rodriguez Galiano/Javier Rodriguez Galiano_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Javier Rodriguez Galiano/Javier Rodriguez Galiano_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Javier Rodriguez Galiano/Javier Rodriguez Galiano_Legendary_0.json,https://players.gameon.app/laliga/season/images/Javier Rodriguez Galiano/Javier Rodriguez Galiano_Common_0.png,https://players.gameon.app/laliga/season/images/Javier Rodriguez Galiano/Javier Rodriguez Galiano_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Javier Rodriguez Galiano/Javier Rodriguez Galiano_Rare_0.png,https://players.gameon.app/laliga/season/images/Javier Rodriguez Galiano/Javier Rodriguez Galiano_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Javier Rodriguez Galiano/Javier Rodriguez Galiano_Legendary_0.png
Jonathan Fousseni Bamba,28,France,Left Winger,CELTA DE VIGO,Offence,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.65,1.45,1.4,1.15,,1.0,1.0,1.0,1.75,1.55,1.5,1.25,,1.0,1.0,1.0,1.9,1.7,1.65,1.4,,1.0,1.0,1.0,2.1,1.9,1.85,1.6,,1.0,1.0,1.0,2.35,2.15,2.1,1.85,Jonathan Fousseni Bamba.png,,a35r6fa79ipqqktiff3uhz6j9,Celta Vigo.png,Jonathan Fousseni Bamba.png,1,https://players.gameon.app/laliga/season/metadata/Jonathan Fousseni Bamba/Jonathan Fousseni Bamba_Common_0.json,https://players.gameon.app/laliga/season/metadata/Jonathan Fousseni Bamba/Jonathan Fousseni Bamba_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Jonathan Fousseni Bamba/Jonathan Fousseni Bamba_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jonathan Fousseni Bamba/Jonathan Fousseni Bamba_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Jonathan Fousseni Bamba/Jonathan Fousseni Bamba_Legendary_0.json,https://players.gameon.app/laliga/season/images/Jonathan Fousseni Bamba/Jonathan Fousseni Bamba_Common_0.png,https://players.gameon.app/laliga/season/images/Jonathan Fousseni Bamba/Jonathan Fousseni Bamba_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Jonathan Fousseni Bamba/Jonathan Fousseni Bamba_Rare_0.png,https://players.gameon.app/laliga/season/images/Jonathan Fousseni Bamba/Jonathan Fousseni Bamba_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Jonathan Fousseni Bamba/Jonathan Fousseni Bamba_Legendary_0.png
Joseph Aidoo,28,Ghana,Centre-Back,CELTA DE VIGO,Defence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.2,1.6,1.6,1.7,,1.0,1.0,1.0,1.35,1.75,1.75,1.85,,1.0,1.0,1.0,1.55,1.95,1.95,2.05,,1.0,1.0,1.0,1.8,2.2,2.2,2.3,Joseph Aidoo.png,,3qrk8nw6nc8o96n7jr1az21ux,Celta Vigo.png,Joseph Aidoo.png,1,https://players.gameon.app/laliga/season/metadata/Joseph Aidoo/Joseph Aidoo_Common_0.json,https://players.gameon.app/laliga/season/metadata/Joseph Aidoo/Joseph Aidoo_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Joseph Aidoo/Joseph Aidoo_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Joseph Aidoo/Joseph Aidoo_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Joseph Aidoo/Joseph Aidoo_Legendary_0.json,https://players.gameon.app/laliga/season/images/Joseph Aidoo/Joseph Aidoo_Common_0.png,https://players.gameon.app/laliga/season/images/Joseph Aidoo/Joseph Aidoo_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Joseph Aidoo/Joseph Aidoo_Rare_0.png,https://players.gameon.app/laliga/season/images/Joseph Aidoo/Joseph Aidoo_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Joseph Aidoo/Joseph Aidoo_Legendary_0.png
Lucas Daniel De La Torre,26,United States,Central Midfield,CELTA DE VIGO,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Lucas Daniel De La Torre.png,,1lym8zscp7l8icay2cya7cauh,Celta Vigo.png,Lucas Daniel De La Torre.png,1,https://players.gameon.app/laliga/season/metadata/Lucas Daniel De La Torre/Lucas Daniel De La Torre_Common_0.json,https://players.gameon.app/laliga/season/metadata/Lucas Daniel De La Torre/Lucas Daniel De La Torre_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Lucas Daniel De La Torre/Lucas Daniel De La Torre_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Lucas Daniel De La Torre/Lucas Daniel De La Torre_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Lucas Daniel De La Torre/Lucas Daniel De La Torre_Legendary_0.json,https://players.gameon.app/laliga/season/images/Lucas Daniel De La Torre/Lucas Daniel De La Torre_Common_0.png,https://players.gameon.app/laliga/season/images/Lucas Daniel De La Torre/Lucas Daniel De La Torre_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Lucas Daniel De La Torre/Lucas Daniel De La Torre_Rare_0.png,https://players.gameon.app/laliga/season/images/Lucas Daniel De La Torre/Lucas Daniel De La Torre_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Lucas Daniel De La Torre/Lucas Daniel De La Torre_Legendary_0.png
Marcos Alonso Mendoza,33,Spain,Left-Back,CELTA DE VIGO,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Marcos Alonso Mendoza.png,,9i7lb16qty1t21bnc5h7skclx,Celta Vigo.png,Marcos Alonso Mendoza.png,1,https://players.gameon.app/laliga/season/metadata/Marcos Alonso Mendoza/Marcos Alonso Mendoza_Common_0.json,https://players.gameon.app/laliga/season/metadata/Marcos Alonso Mendoza/Marcos Alonso Mendoza_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Marcos Alonso Mendoza/Marcos Alonso Mendoza_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Marcos Alonso Mendoza/Marcos Alonso Mendoza_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Marcos Alonso Mendoza/Marcos Alonso Mendoza_Legendary_0.json,https://players.gameon.app/laliga/season/images/Marcos Alonso Mendoza/Marcos Alonso Mendoza_Common_0.png,https://players.gameon.app/laliga/season/images/Marcos Alonso Mendoza/Marcos Alonso Mendoza_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Marcos Alonso Mendoza/Marcos Alonso Mendoza_Rare_0.png,https://players.gameon.app/laliga/season/images/Marcos Alonso Mendoza/Marcos Alonso Mendoza_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Marcos Alonso Mendoza/Marcos Alonso Mendoza_Legendary_0.png
Mihailo Ristic,28,Serbia,Left-Back,CELTA DE VIGO,Defence,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.0,1.4,1.4,1.5,,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.25,1.65,1.65,1.75,,1.0,1.0,1.0,1.45,1.85,1.85,1.95,,1.0,1.0,1.0,1.7,2.1,2.1,2.2,Mihailo Ristic.png,,18mddnpa54ygoaefaj0c5obf9,Celta Vigo.png,Mihailo Ristic.png,1,https://players.gameon.app/laliga/season/metadata/Mihailo Ristic/Mihailo Ristic_Common_0.json,https://players.gameon.app/laliga/season/metadata/Mihailo Ristic/Mihailo Ristic_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Mihailo Ristic/Mihailo Ristic_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Mihailo Ristic/Mihailo Ristic_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Mihailo Ristic/Mihailo Ristic_Legendary_0.json,https://players.gameon.app/laliga/season/images/Mihailo Ristic/Mihailo Ristic_Common_0.png,https://players.gameon.app/laliga/season/images/Mihailo Ristic/Mihailo Ristic_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Mihailo Ristic/Mihailo Ristic_Rare_0.png,https://players.gameon.app/laliga/season/images/Mihailo Ristic/Mihailo Ristic_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Mihailo Ristic/Mihailo Ristic_Legendary_0.png
Moriba Kourouma Kourouma,21,Republic of Guinea,Central Midfield,CELTA DE VIGO,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Moriba Kourouma Kourouma.png,,64ctdbd0w5ikj0fkcuu9jdbhm,Celta Vigo.png,Moriba Kourouma Kourouma.png,1,https://players.gameon.app/laliga/season/metadata/Moriba Kourouma Kourouma/Moriba Kourouma Kourouma_Common_0.json,https://players.gameon.app/laliga/season/metadata/Moriba Kourouma Kourouma/Moriba Kourouma Kourouma_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Moriba Kourouma Kourouma/Moriba Kourouma Kourouma_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Moriba Kourouma Kourouma/Moriba Kourouma Kourouma_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Moriba Kourouma Kourouma/Moriba Kourouma Kourouma_Legendary_0.json,https://players.gameon.app/laliga/season/images/Moriba Kourouma Kourouma/Moriba Kourouma Kourouma_Common_0.png,https://players.gameon.app/laliga/season/images/Moriba Kourouma Kourouma/Moriba Kourouma Kourouma_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Moriba Kourouma Kourouma/Moriba Kourouma Kourouma_Rare_0.png,https://players.gameon.app/laliga/season/images/Moriba Kourouma Kourouma/Moriba Kourouma Kourouma_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Moriba Kourouma Kourouma/Moriba Kourouma Kourouma_Legendary_0.png
Oscar Mingueza Garcia,25,Spain,Right-Back,CELTA DE VIGO,Defence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.2,1.6,1.6,1.7,,1.0,1.0,1.0,1.35,1.75,1.75,1.85,,1.0,1.0,1.0,1.55,1.95,1.95,2.05,,1.0,1.0,1.0,1.8,2.2,2.2,2.3,Oscar Mingueza Garcia.png,,c3sl9ajm4q424r4u37iath3hl,Celta Vigo.png,Oscar Mingueza Garcia.png,1,https://players.gameon.app/laliga/season/metadata/Oscar Mingueza Garcia/Oscar Mingueza Garcia_Common_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Mingueza Garcia/Oscar Mingueza Garcia_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Mingueza Garcia/Oscar Mingueza Garcia_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Mingueza Garcia/Oscar Mingueza Garcia_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oscar Mingueza Garcia/Oscar Mingueza Garcia_Legendary_0.json,https://players.gameon.app/laliga/season/images/Oscar Mingueza Garcia/Oscar Mingueza Garcia_Common_0.png,https://players.gameon.app/laliga/season/images/Oscar Mingueza Garcia/Oscar Mingueza Garcia_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Oscar Mingueza Garcia/Oscar Mingueza Garcia_Rare_0.png,https://players.gameon.app/laliga/season/images/Oscar Mingueza Garcia/Oscar Mingueza Garcia_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Oscar Mingueza Garcia/Oscar Mingueza Garcia_Legendary_0.png
Pablo Duran Fernandez,23,Spain,Centre-Forward,CELTA DE VIGO,Offence,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.5,1.3,1.25,1.0,,1.0,1.0,1.0,1.6,1.4,1.35,1.1,,1.0,1.0,1.0,1.75,1.55,1.5,1.25,,1.0,1.0,1.0,1.95,1.75,1.7,1.45,,1.0,1.0,1.0,2.2,2.0,1.95,1.7,Pablo Duran Fernandez.png,,9ksvo095xi2t4q4pvgxa836z8,Celta Vigo.png,Pablo Duran Fernandez.png,1,https://players.gameon.app/laliga/season/metadata/Pablo Duran Fernandez/Pablo Duran Fernandez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Pablo Duran Fernandez/Pablo Duran Fernandez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Pablo Duran Fernandez/Pablo Duran Fernandez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pablo Duran Fernandez/Pablo Duran Fernandez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pablo Duran Fernandez/Pablo Duran Fernandez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Pablo Duran Fernandez/Pablo Duran Fernandez_Common_0.png,https://players.gameon.app/laliga/season/images/Pablo Duran Fernandez/Pablo Duran Fernandez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Pablo Duran Fernandez/Pablo Duran Fernandez_Rare_0.png,https://players.gameon.app/laliga/season/images/Pablo Duran Fernandez/Pablo Duran Fernandez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Pablo Duran Fernandez/Pablo Duran Fernandez_Legendary_0.png
Sergio Carreira Vilarino,23,Spain,Right-Back,CELTA DE VIGO,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Sergio Carreira Vilarino.png,,5tc1y5n3h4ties7gbc3zd9j6y,Celta Vigo.png,Sergio Carreira Vilarino.png,1,https://players.gameon.app/laliga/season/metadata/Sergio Carreira Vilarino/Sergio Carreira Vilarino_Common_0.json,https://players.gameon.app/laliga/season/metadata/Sergio Carreira Vilarino/Sergio Carreira Vilarino_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Sergio Carreira Vilarino/Sergio Carreira Vilarino_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Sergio Carreira Vilarino/Sergio Carreira Vilarino_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Sergio Carreira Vilarino/Sergio Carreira Vilarino_Legendary_0.json,https://players.gameon.app/laliga/season/images/Sergio Carreira Vilarino/Sergio Carreira Vilarino_Common_0.png,https://players.gameon.app/laliga/season/images/Sergio Carreira Vilarino/Sergio Carreira Vilarino_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Sergio Carreira Vilarino/Sergio Carreira Vilarino_Rare_0.png,https://players.gameon.app/laliga/season/images/Sergio Carreira Vilarino/Sergio Carreira Vilarino_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Sergio Carreira Vilarino/Sergio Carreira Vilarino_Legendary_0.png
Tadeo Allende,25,Argentina,Right Winger,CELTA DE VIGO,Offence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.6,1.4,1.35,1.1,,1.0,1.0,1.0,1.7,1.5,1.45,1.2,,1.0,1.0,1.0,1.85,1.65,1.6,1.35,,1.0,1.0,1.0,2.05,1.85,1.8,1.55,,1.0,1.0,1.0,2.3,2.1,2.05,1.8,Tadeo Allende.png,,6mgwcjden6vbuyrcexaxu9ogk,Celta Vigo.png,Tadeo Allende.png,1,https://players.gameon.app/laliga/season/metadata/Tadeo Allende/Tadeo Allende_Common_0.json,https://players.gameon.app/laliga/season/metadata/Tadeo Allende/Tadeo Allende_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Tadeo Allende/Tadeo Allende_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Tadeo Allende/Tadeo Allende_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Tadeo Allende/Tadeo Allende_Legendary_0.json,https://players.gameon.app/laliga/season/images/Tadeo Allende/Tadeo Allende_Common_0.png,https://players.gameon.app/laliga/season/images/Tadeo Allende/Tadeo Allende_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Tadeo Allende/Tadeo Allende_Rare_0.png,https://players.gameon.app/laliga/season/images/Tadeo Allende/Tadeo Allende_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Tadeo Allende/Tadeo Allende_Legendary_0.png
Vicente Guaita Panadero,37,Spain,Goalkeeper,CELTA DE VIGO,GK,1,1.75,1.5,2.5,,,,,1.75,1.5,2.5,1.0,1.0,1.0,1.0,,1.85,1.6,2.6,1.0,1.0,1.0,1.0,,1.95,1.7,2.7,1.0,1.0,1.0,1.0,,2.1,1.85,2.85,1.0,1.0,1.0,1.0,,2.3,2.05,3.05,1.0,1.0,1.0,1.0,Vicente Guaita Panadero.png,,8k88isvd2hwr5e4gn9oxzr2t,Celta Vigo.png,Vicente Guaita Panadero.png,1,https://players.gameon.app/laliga/season/metadata/Vicente Guaita Panadero/Vicente Guaita Panadero_Common_0.json,https://players.gameon.app/laliga/season/metadata/Vicente Guaita Panadero/Vicente Guaita Panadero_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Vicente Guaita Panadero/Vicente Guaita Panadero_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Vicente Guaita Panadero/Vicente Guaita Panadero_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Vicente Guaita Panadero/Vicente Guaita Panadero_Legendary_0.json,https://players.gameon.app/laliga/season/images/Vicente Guaita Panadero/Vicente Guaita Panadero_Common_0.png,https://players.gameon.app/laliga/season/images/Vicente Guaita Panadero/Vicente Guaita Panadero_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Vicente Guaita Panadero/Vicente Guaita Panadero_Rare_0.png,https://players.gameon.app/laliga/season/images/Vicente Guaita Panadero/Vicente Guaita Panadero_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Vicente Guaita Panadero/Vicente Guaita Panadero_Legendary_0.png
